row_id,label
C0001_1,0
C0001_2,1
C0001_3,1
C0001_4,1
C0001_5,1
C0001_6,0
C0001_7,0
C0001_8,0
C0001_9,0
C0001_10,0
C0001_11,1
C0001_12,1
C0001_13,1
C0001_14,0
C0001_15,0
C0002_1,1
C0002_2,1
C0002_3,1
C0002_4,0
C0002_5,1
C0002_6,1
C0002_7,1
C0002_8,1
C0002_9,1
C0002_10,1
C0002_11,1
C0002_12,0
C0002_13,0
C0002_14,1
C0002_15,1
C0003_1,0
C0003_2,1
C0003_3,0
C0003_4,0
C0003_5,1
C0003_6,1
C0003_7,1
C0003_8,0
C0003_9,0
C0003_10,1
C0003_11,0
C0003_12,1
C0003_13,0
C0003_14,0
C0003_15,0
C0004_1,1
C0004_2,0
C0004_3,0
C0004_4,1
C0004_5,0
C0004_6,1
C0004_7,0
C0004_8,0
C0004_9,1
C0004_10,0
C0004_11,0
C0004_12,0
C0004_13,0
C0004_14,0
C0004_15,0
C0005_1,0
C0005_2,1
C0005_3,1
C0005_4,1
C0005_5,1
C0005_6,1
C0005_7,1
C0005_8,1
C0005_9,1
C0005_10,1
C0005_11,1
C0005_12,1
C0005_13,0
C0005_14,1
C0005_15,1
C0006_1,1
C0006_2,1
C0006_3,1
C0006_4,1
C0006_5,0
C0006_6,1
C0006_7,1
C0006_8,1
C0006_9,1
C0006_10,1
C0006_11,1
C0006_12,1
C0006_13,1
C0006_14,1
C0006_15,1
C0007_1,1
C0007_2,0
C0007_3,1
C0007_4,1
C0007_5,1
C0007_6,1
C0007_7,1
C0007_8,1
C0007_9,1
C0007_10,0
C0007_11,0
C0007_12,1
C0007_13,1
C0007_14,1
C0007_15,0
C0008_1,0
C0008_2,1
C0008_3,0
C0008_4,0
C0008_5,1
C0008_6,1
C0008_7,1
C0008_8,0
C0008_9,0
C0008_10,1
C0008_11,0
C0008_12,0
C0008_13,0
C0008_14,1
C0008_15,1
C0009_1,1
C0009_2,1
C0009_3,0
C0009_4,1
C0009_5,1
C0009_6,1
C0009_7,1
C0009_8,1
C0009_9,1
C0009_10,1
C0009_11,1
C0009_12,1
C0009_13,1
C0009_14,1
C0009_15,1
C0010_1,0
C0010_2,0
C0010_3,1
C0010_4,0
C0010_5,0
C0010_6,0
C0010_7,1
C0010_8,0
C0010_9,0
C0010_10,1
C0010_11,1
C0010_12,1
C0010_13,0
C0010_14,1
C0010_15,0
C0011_1,0
C0011_2,0
C0011_3,0
C0011_4,0
C0011_5,1
C0011_6,0
C0011_7,1
C0011_8,0
C0011_9,0
C0011_10,1
C0011_11,0
C0011_12,0
C0011_13,0
C0011_14,0
C0011_15,0
C0012_1,0
C0012_2,1
C0012_3,1
C0012_4,1
C0012_5,1
C0012_6,0
C0012_7,1
C0012_8,0
C0012_9,0
C0012_10,1
C0012_11,1
C0012_12,0
C0012_13,1
C0012_14,1
C0012_15,0
C0013_1,1
C0013_2,1
C0013_3,1
C0013_4,1
C0013_5,1
C0013_6,1
C0013_7,1
C0013_8,1
C0013_9,1
C0013_10,1
C0013_11,1
C0013_12,1
C0013_13,1
C0013_14,1
C0013_15,1
C0014_1,0
C0014_2,1
C0014_3,0
C0014_4,1
C0014_5,1
C0014_6,0
C0014_7,0
C0014_8,1
C0014_9,0
C0014_10,0
C0014_11,0
C0014_12,0
C0014_13,1
C0014_14,1
C0014_15,0
C0015_1,0
C0015_2,0
C0015_3,0
C0015_4,0
C0015_5,0
C0015_6,0
C0015_7,0
C0015_8,0
C0015_9,0
C0015_10,0
C0015_11,0
C0015_12,0
C0015_13,1
C0015_14,0
